dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.496892,4.682651,3.531649,1.203215,-1.998259,0.000000,5.425163
0.020000,4.512311,4.664698,3.555313,1.163250,-1.998259,-0.000000,5.418852
0.020000,4.527101,4.647260,3.578179,1.123285,-1.998259,0.000000,5.412764
0.020000,4.541273,4.630347,3.600245,1.083320,-1.998259,0.000000,5.406899
0.020000,4.554837,4.613968,3.621511,1.043355,-1.998259,0.000000,5.401257
0.020000,4.567805,4.598133,3.641979,1.003390,-1.998259,0.000000,5.395838
0.020000,4.580185,4.582850,3.661647,0.963424,-1.998259,0.000000,5.390640
0.020000,4.591987,4.568128,3.680516,0.923459,-1.998259,-0.000000,5.385663
0.020000,4.603221,4.553975,3.698585,0.883494,-1.998259,0.000000,5.380907
0.020000,4.613895,4.540398,3.715856,0.843529,-1.998259,0.000000,5.376370
0.020000,4.624017,4.527404,3.732326,0.803564,-1.998259,0.000000,5.372051
0.020000,4.633596,4.515001,3.747998,0.763599,-1.998259,-0.000000,5.367950
0.020000,4.642639,4.503194,3.762870,0.723633,-1.998259,0.000000,5.364066
0.020000,4.651154,4.491989,3.776943,0.683668,-1.998259,0.000000,5.360398
0.020000,4.659148,4.481392,3.790217,0.643703,-1.998259,0.000000,5.356944
0.020000,4.666627,4.471409,3.802692,0.603738,-1.998259,-0.000000,5.353704
0.020000,4.673597,4.462043,3.814367,0.563773,-1.998259,0.000000,5.350677
0.020000,4.680065,4.453299,3.825242,0.523807,-1.998259,0.000000,5.347861
0.020000,4.686035,4.445182,3.835319,0.483842,-1.998259,-0.000000,5.345256
0.020000,4.691514,4.437695,3.844596,0.443877,-1.998259,0.000000,5.342862
0.020000,4.696504,4.430841,3.853074,0.403912,-1.998259,0.000000,5.340677
0.020000,4.701011,4.424625,3.860753,0.363947,-1.998259,0.000000,5.338700
0.020000,4.705038,4.419048,3.867632,0.323982,-1.998259,0.000000,5.336931
0.020000,4.708590,4.414112,3.873712,0.284016,-1.998259,0.000000,5.335369
0.020000,4.711668,4.409822,3.878993,0.244051,-1.998259,0.000000,5.334014
0.020000,4.714275,4.406177,3.883474,0.204086,-1.998259,-0.000000,5.332864
0.020000,4.716415,4.403180,3.887156,0.164121,-1.998259,0.000000,5.331921
0.020000,4.718088,4.400833,3.890039,0.124156,-1.998259,-0.000000,5.331182
0.020000,4.719296,4.399135,3.892122,0.084191,-1.998259,0.000000,5.330649
0.020000,4.720040,4.398089,3.893406,0.044225,-1.998259,-0.000000,5.330320
0.020000,4.720367,4.397629,3.893970,0.012121,-1.605198,19.653052,5.330176
0.020000,4.720437,4.397531,3.894091,0.000000,-0.606068,49.956471,5.330145
0.020000,4.720437,4.397531,3.894091,0.000000,0.000000,30.303419,5.330145
