dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.405378,4.450747,3.020499,1.357649,-1.975579,-0.000000,0.046172
0.020000,4.432110,4.451928,3.047257,1.318137,-1.975579,0.000000,0.042147
0.020000,4.458057,4.452971,3.073224,1.278626,-1.975579,-0.000000,0.038170
0.020000,4.483218,4.453883,3.098402,1.239114,-1.975579,0.000000,0.034246
0.020000,4.507592,4.454671,3.122789,1.199603,-1.975579,0.000000,0.030382
0.020000,4.531179,4.455343,3.146386,1.160091,-1.975579,0.000000,0.026584
0.020000,4.553979,4.455907,3.169192,1.120580,-1.975579,-0.000000,0.022859
0.020000,4.575991,4.456370,3.191209,1.081068,-1.975579,0.000000,0.019213
0.020000,4.597214,4.456740,3.212435,1.041556,-1.975579,-0.000000,0.015650
0.020000,4.617648,4.457024,3.232871,1.002045,-1.975579,0.000000,0.012177
0.020000,4.637292,4.457230,3.252517,0.962533,-1.975579,0.000000,0.008798
0.020000,4.656148,4.457366,3.271373,0.923022,-1.975579,-0.000000,0.005519
0.020000,4.674213,4.457437,3.289438,0.883510,-1.975579,-0.000000,0.002345
0.020000,4.691488,4.457451,3.306713,0.843998,-1.975579,0.000000,6.282464
0.020000,4.707973,4.457414,3.323198,0.804487,-1.975579,0.000000,6.279510
0.020000,4.723667,4.457335,3.338892,0.764975,-1.975579,0.000000,6.276674
0.020000,4.738571,4.457217,3.353797,0.725464,-1.975579,0.000000,6.273958
0.020000,4.752684,4.457069,3.367911,0.685952,-1.975579,-0.000000,6.271366
0.020000,4.766007,4.456895,3.381235,0.646440,-1.975579,0.000000,6.268901
0.020000,4.778539,4.456701,3.393769,0.606929,-1.975579,0.000000,6.266568
0.020000,4.790281,4.456493,3.405512,0.567417,-1.975579,0.000000,6.264368
0.020000,4.801232,4.456276,3.416465,0.527906,-1.975579,0.000000,6.262304
0.020000,4.811393,4.456054,3.426628,0.488394,-1.975579,-0.000000,6.260379
0.020000,4.820763,4.455832,3.436001,0.448883,-1.975579,0.000000,6.258595
0.020000,4.829342,4.455614,3.444584,0.409371,-1.975579,-0.000000,6.256954
0.020000,4.837132,4.455404,3.452376,0.369859,-1.975579,0.000000,6.255458
0.020000,4.844131,4.455205,3.459378,0.330348,-1.975579,-0.000000,6.254109
0.020000,4.850340,4.455020,3.465590,0.290836,-1.975579,0.000000,6.252909
0.020000,4.855759,4.454853,3.471011,0.251325,-1.975579,0.000000,6.251858
0.020000,4.860388,4.454706,3.475643,0.211813,-1.975579,-0.000000,6.250959
0.020000,4.864227,4.454581,3.479484,0.172301,-1.975579,0.000000,6.250211
0.020000,4.867277,4.454480,3.482535,0.132790,-1.975579,0.000000,6.249616
0.020000,4.869536,4.454403,3.484796,0.093278,-1.975579,-0.000000,6.249175
0.020000,4.871006,4.454353,3.486266,0.053767,-1.975579,0.000000,6.248888
0.020000,4.871713,4.454329,3.486974,0.017005,-1.838062,6.875849,6.248749
0.020000,4.871883,4.454323,3.487144,0.000000,-0.850273,49.389482,6.248716
0.020000,4.871883,4.454323,3.487144,0.000000,0.000000,42.513634,6.248716
